tagname;description;engunits;lastmodified
U878.TC97_PV.F_CV;Gaz R01;°C;06/06/2017 15:10:14
U878.TC98_PV.F_CV;Entrée H2 R02;°C;06/06/2017 15:10:14
U878.TI301_PV.F_CV;interne R-01 - Haut;°C;06/06/2017 15:10:14
U878.TI302_PV.F_CV;interne R-01 - Milieu;°C;06/06/2017 15:10:14
U878.TI303_PV.F_CV;interne R-01 - Bas;°C;06/06/2017 15:10:14
U878.TI304_PV.F_CV;interne R-01 - Haut;°C;06/06/2017 15:10:14
U878.TI305_PV.F_CV;interne R-01 - Milieu;°C;06/06/2017 15:10:14
U878.TI306_PV.F_CV;interne R-01 - Bas;°C;06/06/2017 15:10:14
U878.TI311_PV.F_CV;Peau F08;°C;06/06/2017 15:10:14
U878.TI312_PV.F_CV;Peau F09-4;°C;06/06/2017 15:10:14
U878.TI314_PV.F_CV;Peau F09-3;°C;06/06/2017 15:10:14
U878.TI315_PV.F_CV;Peau F09-2;°C;06/06/2017 15:10:14
U878.TI316_PV.F_CV;Peau F09-1;°C;06/06/2017 15:10:14
U878.TI321_PV.F_CV;interne R-02 - Haut;°C;06/06/2017 15:10:14
U878.TI322_PV.F_CV;interne R-02 - Milieu;°C;06/06/2017 15:10:14
U878.TI323_PV.F_CV;interne R-02 - Bas;°C;06/06/2017 15:10:14
U878.TI324_PV.F_CV;interne R-02 - Haut;°C;06/06/2017 15:10:14
U878.TI325_PV.F_CV;interne R-02 - Milieu;°C;06/06/2017 15:10:14
U878.TI326_PV.F_CV;interne R-02 - Bas;°C;06/06/2017 15:10:14
U878.TI331_PV.F_CV;Peau F10;°C;06/06/2017 15:10:14
U878.TI332_PV.F_CV;Peau F11-4;°C;06/06/2017 15:10:14
U878.TI334_PV.F_CV;Peau F11-3;°C;06/06/2017 15:10:14
U878.TI335_PV.F_CV;Peau F11-2;°C;06/06/2017 15:10:14
U878.TI336_PV.F_CV;Peau F11-1;°C;06/06/2017 15:10:14
U878.TI45_PV.F_CV;V-01 - Tête;°C;06/06/2017 15:10:14
U878.TI46_PV.F_CV;V-01 - Corps Gaz;°C;06/06/2017 15:10:14
U878.TI52_PV.F_CV;Compteur FQT13;°C;06/06/2017 15:10:14
U878.TI55_PV.F_CV;C-02 - Tête;°C;06/06/2017 15:10:14
U878.TI66_PV.F_CV;C-01 - Tête;°C;06/06/2017 15:10:14
U878.TI68_PV.F_CV;Compteur FQT15;°C;06/06/2017 15:10:14
U878.TI74_PV.F_CV;Huile Chaude Z-74;°C;06/06/2017 15:10:14
U878.TI76_PV.F_CV;Z-02 - Eau à refroidir;°C;06/06/2017 15:10:14
U878.TI82_PV.F_CV;Z-02 - Eau refroidie;°C;06/06/2017 15:10:14
U878.WI01_PV.F_CV;Balance de précision - Charge T-02;Kg;06/06/2017 15:10:14
U878.WI02_PV.F_CV;Recette Z-09;Kg;06/06/2017 15:10:14
U878.WI03_PV.F_CV;Recette Z-08;Kg;06/06/2017 15:10:14
U892.AI01_PV.F_CV;ANALYSEUR H2O (F_CV);ppm;23/06/2017 11:15:29
U892.AI02_PV.F_CV;ANALYSEUR O2 (F_CV);mg/l;23/06/2017 11:15:22
U892.C2H4_PV.F_CV;Analyse C2H4 (F_CV);%;22/06/2017 15:14:15
U892.FC01_COEFA.F_CV;DEBIT GAZ (C2H4) (F_CV);;28/09/2016 11:09:10
U892.FC01_COEFB.F_CV;DEBIT GAZ (C2H4) (F_CV);;28/09/2016 11:09:10
U892.FC01_OP.F_CV;DEBIT GAZ (C2H4) (F_CV);;28/09/2016 11:09:10
U892.FC01_PV.F_CV;DEBIT GAZ (C2H4) (F_CV);nL/H;28/09/2016 11:09:10
U892.FC01_SP.F_CV;DEBIT GAZ (C2H4) (F_CV);nL/H;28/09/2016 11:09:10
U892.FC02_COEFA.F_CV;DEBIT GAZ (CO, CO2, O2 DANS C2H4 OU H2) (F_CV);;28/09/2016 11:09:10
U892.FC02_COEFB.F_CV;DEBIT GAZ (CO, CO2, O2 DANS C2H4 OU H2) (F_CV);;28/09/2016 11:09:10
U892.FC02_OP.F_CV;DEBIT GAZ (CO, CO2, O2 DANS C2H4 OU H2) (F_CV);;28/09/2016 11:09:10
U892.FC02_PV.F_CV;DEBIT GAZ (CO, CO2, O2 DANS C2H4 OU H2) (F_CV);nL/H;28/09/2016 11:09:10
U892.FC02_SP.F_CV;DEBIT GAZ (CO, CO2, O2 DANS C2H4 OU H2) (F_CV);nL/H;28/09/2016 11:09:10
U892.FC04_COEFA.F_CV;DEBIT SOLVANT (F_CV);;28/09/2016 11:09:10
U892.FC04_COEFB.F_CV;DEBIT SOLVANT (F_CV);;28/09/2016 11:09:10
U892.FC04_OP.F_CV;DEBIT SOLVANT (F_CV);;28/09/2016 11:09:10
U892.FC04_PV.F_CV;DEBIT SOLVANT (F_CV);nL/H;28/09/2016 11:09:10
U892.FC04_SP.F_CV;DEBIT SOLVANT (F_CV);nL/H;28/09/2016 11:09:10
U892.FC05_COEFA.F_CV;DEBIT LIQUIDE (C4H10) (F_CV);;28/09/2016 11:09:10
U892.FC05_COEFB.F_CV;DEBIT LIQUIDE (C4H10) (F_CV);;28/09/2016 11:09:10
U892.FC05_OP.F_CV;DEBIT LIQUIDE (C4H10) (F_CV);;28/09/2016 11:09:10
U892.FC05_PV.F_CV;DEBIT LIQUIDE (C4H10) (F_CV);nL/H;28/09/2016 11:09:10
U892.FC05_SP.F_CV;DEBIT LIQUIDE (C4H10) (F_CV);nL/H;28/09/2016 11:09:10
U892.FC06_COEFA.F_CV;DEBIT CHROME (F_CV);;28/09/2016 11:09:10
U892.FC06_COEFB.F_CV;DEBIT CHROME (F_CV);;28/09/2016 11:09:10
U892.FC06_OP.F_CV;DEBIT CHROME (F_CV);;28/09/2016 11:09:10
U892.FC06_PV.F_CV;DEBIT CHROME (F_CV);nL/H;28/09/2016 11:09:10
U892.FC06_SP.F_CV;DEBIT CHROME (F_CV);nL/H;28/09/2016 11:09:10
U892.FC07_COEFA.F_CV;DEBIT TEA (F_CV);;28/09/2016 11:09:10
U892.FC07_COEFB.F_CV;DEBIT TEA (F_CV);;28/09/2016 11:09:10
U892.FC07_OP.F_CV;DEBIT TEA (F_CV);;28/09/2016 11:09:10
U892.FC07_PV.F_CV;DEBIT TEA (F_CV);nL/H;28/09/2016 11:09:10
U892.FC07_SP.F_CV;DEBIT TEA (F_CV);nL/H;28/09/2016 11:09:10
U892.FC08_COEFA.F_CV;DEBIT AMINE INHIBITEUR (F_CV);;28/09/2016 11:09:10
U892.FC08_COEFB.F_CV;DEBIT AMINE INHIBITEUR (F_CV);;28/09/2016 11:09:10
U892.FC08_OP.F_CV;DEBIT AMINE INHIBITEUR (F_CV);;28/09/2016 11:09:10
U892.FC08_PV.F_CV;DEBIT AMINE INHIBITEUR (F_CV);nL/H;28/09/2016 11:09:10
U892.FC08_SP.F_CV;DEBIT AMINE INHIBITEUR (F_CV);nL/H;28/09/2016 11:09:10
U892.FI09_PV.F_CV;DEBIT COMPTEUR GAZ SORTIE COLONNE C-01 (F_CV);nL/H;28/09/2016 11:09:10
U892.FI10_PV.F_CV;DEBIT COMPTEUR GAZ SORTIE COLONNE C-02 (F_CV);nL/H;28/09/2016 11:09:10
U892.FQ01_PV.F_CV;TOTALISATEUR FT01 (F_CV);g;28/09/2016 11:09:10
U892.FQ02_PV.F_CV;TOTALISATEUR FT02 (F_CV);nL;28/09/2016 11:09:10
U892.FQ04_PV.F_CV;TOTALISATEUR FT04 (F_CV);g;28/09/2016 11:09:10
U892.FQ05_PV.F_CV;TOTALISATEUR FT05 (F_CV);g;28/09/2016 11:09:10
U892.FQ06_PV.F_CV;TOTALISATEUR FT06 (F_CV);g;28/09/2016 11:09:10
U892.FQ07_PV.F_CV;TOTALISATEUR FT07 (F_CV);g;28/09/2016 11:09:10
U892.FQ08_PV.F_CV;TOTALISATEUR FT08 (F_CV);g;28/09/2016 11:09:10
U892.FQ09_COEFA.F_CV;TOTALISATEUR FI09 SORTIE C-01 (F_CV);;28/09/2016 11:09:10
U892.FQ09_PV.F_CV;TOTALISATEUR FI09 SORTIE C-01 (F_CV);L;28/09/2016 11:09:10
U892.FQ10_COEFA.F_CV;TOTALISATEUR FI10 SORTIE C-02 (F_CV);;28/09/2016 11:09:10
U892.FQ10_PV.F_CV;TOTALISATEUR FI10 SORTIE C-02 (F_CV);L;28/09/2016 11:09:10
U892.LC01_OP.F_CV;NIVEAU REACTEUR R-01 (F_CV);%;28/09/2016 11:09:10
U892.LC01_PV.F_CV;NIVEAU REACTEUR R-01 (F_CV);%;28/09/2016 11:09:10
U892.LC01_SP.F_CV;NIVEAU REACTEUR R-01 (F_CV);%;28/09/2016 11:09:10
U892.LC05_OP.F_CV;NIVEAU PAR DELTA P BOUILLEUR COLONNE C-0 (F_CV);%;28/09/2016 11:09:10
U892.LC05_PV.F_CV;NIVEAU PAR DELTA P BOUILLEUR COLONNE C-0 (F_CV);%;28/09/2016 11:09:10
U892.LC05_SP.F_CV;NIVEAU PAR DELTA P BOUILLEUR COLONNE C-0 (F_CV);%;28/09/2016 11:09:10
U892.LC06_OP.F_CV;NIVEAU PAR DELTA P BOUILLEUR COLONNE C-0 (F_CV);%;28/09/2016 11:09:10
U892.LC06_PV.F_CV;NIVEAU PAR DELTA P BOUILLEUR COLONNE C-0 (F_CV);%;28/09/2016 11:09:10
U892.LC06_SP.F_CV;NIVEAU PAR DELTA P BOUILLEUR COLONNE C-0 (F_CV);%;28/09/2016 11:09:10
U892.LC07_OP.F_CV;NIVEAU CAPACITIF SEPARATEUR V-02 (F_CV);%;28/09/2016 11:09:10
U892.LC07_PV.F_CV;NIVEAU CAPACITIF SEPARATEUR V-02 (F_CV);%;28/09/2016 11:09:10
U892.LC07_SP.F_CV;NIVEAU CAPACITIF SEPARATEUR V-02 (F_CV);%;28/09/2016 11:09:10
U892.LI01_PV.F_CV;NIVEAU RADAR ONDE GUIDEE REACTEUR R-01 (F_CV);%;28/09/2016 11:09:10
U892.LI100_PV.F_CV;NIVEAU MAGNETIQUE BAC T-20 (F_CV);%;28/09/2016 11:09:10
U892.PC01_OP.F_CV;PRESSION REACTEUR R-01 (F_CV);%;28/09/2016 11:09:10
U892.PC01_PV.F_CV;PRESSION REACTEUR R-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PC01_SP.F_CV;PRESSION REACTEUR R-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PC04_OP.F_CV;PRESSION MELANGEUR V-01 (F_CV);%;28/09/2016 11:09:10
U892.PC04_PV.F_CV;PRESSION MELANGEUR V-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PC04_SP.F_CV;PRESSION MELANGEUR V-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PC07_OP.F_CV;PRESSION SEPARATEUR V-02 (F_CV);%;28/09/2016 11:09:10
U892.PC07_PV.F_CV;PRESSION SEPARATEUR V-02 (F_CV);Bar;28/09/2016 11:09:10
U892.PC07_SP.F_CV;PRESSION SEPARATEUR V-02 (F_CV);Bar;28/09/2016 11:09:10
U892.PC08_OP.F_CV;PRESSION HAUT DE COLONNE C-01 (F_CV);%;28/09/2016 11:09:10
U892.PC08_PV.F_CV;PRESSION HAUT DE COLONNE C-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PC08_SP.F_CV;PRESSION HAUT DE COLONNE C-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PC125_OP.F_CV;PRESSION REFOULEMENT K-01 (F_CV);%;28/09/2016 11:09:10
U892.PC125_PV.F_CV;PRESSION REFOULEMENT K-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PC125_SP.F_CV;PRESSION REFOULEMENT K-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PDC09_OP.F_CV;PRESSION DIFFERENTIELLE DE COLONNE C-01 (F_CV);%;28/09/2016 11:09:10
U892.PDC09_PV.F_CV;PRESSION DIFFERENTIELLE DE COLONNE C-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PDC09_SP.F_CV;PRESSION DIFFERENTIELLE DE COLONNE C-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PDC14_OP.F_CV;PRESSION DIFFERENTIELLE DE COLONNE C-02 (F_CV);%;28/09/2016 11:09:10
U892.PDC14_PV.F_CV;PRESSION DIFFERENTIELLE DE COLONNE C-02 (F_CV);Bar;28/09/2016 11:09:10
U892.PDC14_SP.F_CV;PRESSION DIFFERENTIELLE DE COLONNE C-02 (F_CV);Bar;28/09/2016 11:09:10
U892.PI10_PV.F_CV;PRESSION HAUT DE COLONNE C-02 (F_CV);Bar;28/09/2016 11:09:10
U892.PI11_PV.F_CV;PRESSION SATURATEUR S-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PI120_PV.F_CV;PRESSION AMONT COMPRESSEUR K-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PI124_PV.F_CV;PRESSION ASPIRATION K-01 (F_CV);Bar;28/09/2016 11:09:10
U892.PI126_PV.F_CV;;;28/09/2016 11:09:10
U892.PI17_PV.F_CV;PRESSION COLLECTEUR EVENTS SOUPAPES T-23 (F_CV);Bar;28/09/2016 11:09:10
U892.PI55_PV.F_CV;PRESSION Amont FQ09  (F_CV);Bar;28/09/2016 11:09:10
U892.PI65_PV.F_CV;PRESSION Amont FQ10 (F_CV);Bar;28/09/2016 11:09:10
U892.PR06_PV.F_CV;Recopie PT06 EQUILIBAR (F_CV);Bar;28/09/2016 11:09:10
U892.SC01_OP.F_CV;VITESSE AGITATEUR REACTEUR R-01 (F_CV);;28/09/2016 11:09:10
U892.SC01_PV.F_CV;VITESSE AGITATEUR REACTEUR R-01 (F_CV);nL/H;28/09/2016 11:09:10
U892.SC01_SP.F_CV;VITESSE AGITATEUR REACTEUR R-01 (F_CV);nL/H;28/09/2016 11:09:10
U892.SC10_OP.F_CV;VITESSE AGITATION SATURATEUR S-01 (F_CV);%;28/09/2016 11:09:10
U892.SC10_PV.F_CV;VITESSE AGITATION SATURATEUR S-01 (F_CV);nL/H;28/09/2016 11:09:10
U892.SC10_SP.F_CV;VITESSE AGITATION SATURATEUR S-01 (F_CV);nL/H;28/09/2016 11:09:10
U892.TC01_OP.F_CV;TEMP. BOUILLEUR COLONNE C-01 (F_CV);%;28/09/2016 11:09:10
U892.TC01_PV.F_CV;TEMP. BOUILLEUR COLONNE C-01 (F_CV);°C;28/09/2016 11:09:10
U892.TC01_SP.F_CV;TEMP. BOUILLEUR COLONNE C-01 (F_CV);°C;28/09/2016 11:09:10
